Municipality,Year,BusinessName,IndustryLabel,Employees,LATITUDE,LONGITUDE,Maps
Corner Brook,2019,the bar room (jennifer's),Food services and drinking places,N/A,48.9514222,-57.9545123,Click here
Corner Brook,2019,the body shop,Health and personal care stores,N/A,48.946849,-57.9162639,Click here
Corner Brook,2019,the cave,Food services and drinking places,N/A,48.9513667,-57.9552974,Click here
Corner Brook,2019,the co-operators,"Agencies, brokerages and other insurance related activities",N/A,48.9521606,-57.95574,Click here
Corner Brook,2019,the connection,"Sporting goods, hobby, book and music stores",N/A,48.9501601,-57.9487989,Click here
Corner Brook,2019,the golden cue,Food services and drinking places,N/A,48.9511999,-57.946776,Click here
Corner Brook,2019,the healthy vibe,Health and personal care stores,N/A,48.950699,-57.9512471,Click here
Corner Brook,2019,the hemp connection,Miscellaneous store retailers,N/A,48.951874,-57.9539675,Click here
Corner Brook,2019,the lookout restaurant,Food services and drinking places,N/A,48.945042,-57.916809,Click here
Corner Brook,2019,the medicine shoppe pharmacy,Health and personal care stores,N/A,48.9429681,-57.9484922,Click here
Corner Brook,2019,the murray clinic,Ambulatory health care services,N/A,48.9504401,-57.9494126,Click here
Corner Brook,2019,the orchid,Miscellaneous store retailers,N/A,48.952222,-57.94323989,Click here
Corner Brook,2019,the paint shop,Building material and garden equipment and supplies dealers,N/A,48.95266989,-57.9558702,Click here
Corner Brook,2019,the shoemaker,Clothing and clothing accessories stores,N/A,48.95111,-57.9403011,Click here
Corner Brook,2019,the sign shoppe,Other miscellaneous manufacturing,N/A,48.943511,-57.978924,Click here
Corner Brook,2019,the source,Electronics and appliance stores,N/A,48.9472812,-57.9162886,Click here
Corner Brook,2019,the tin man inc,Furniture and home furnishings stores,N/A,48.9593867,-57.9394818,Click here
Corner Brook,2019,the trophy shop,"Sporting goods, hobby, book and music stores",N/A,48.953028,-57.9557109,Click here
Corner Brook,2019,things engraved,Miscellaneous store retailers,N/A,48.94719429,-57.9179056,Click here
Corner Brook,2019,thruway auto clinic,Automotive repair and maintenance,N/A,48.9524072,-57.9175412,Click here
Corner Brook,2019,tim hortons,Food services and drinking places,N/A,48.9506992,-57.9512474,Click here
Corner Brook,2019,tim hortons,Food services and drinking places,N/A,48.9584465,-57.9249796,Click here
Corner Brook,2019,tim hortons,Food services and drinking places,N/A,48.9441019,-57.9550535,Click here
Corner Brook,2019,tina coleman yoga,"Amusement, recreation, performing arts, spectator sports and related industries, and heritage institutions",N/A,48.95115399,-57.949425,Click here
Corner Brook,2019,toning and tanning salon,Personal care services and other personal services,N/A,48.9546459,-57.943928,Click here
Corner Brook,2019,toromont CAT,Motor vehicle and parts dealers,N/A,48.9530464,-57.91996751,Click here
Corner Brook,2019,Total Coverage Fire Protection Inc,Miscellaneous store retailers,N/A,48.94224199,-57.949258,Click here
Corner Brook,2019,TRA newfoundland,"Food, beverage and tobacco merchant wholesalers",N/A,48.9418764,-57.9483429,Click here
Corner Brook,2019,traction,Motor vehicle and parts dealers,N/A,48.9511721,-57.91726789,Click here
Corner Brook,2019,turtle technologies,Computer systems design and related services,N/A,48.9652227,-57.9291388,Click here
Corner Brook,2019,Tweed,Miscellaneous store retailers,N/A,48.9518169,-57.9548199,Click here
Corner Brook,2019,twin peaks motorsportd,Motor vehicle and parts dealers,N/A,48.950888,-57.94632589,Click here
Corner Brook,2019,tyco,Miscellaneous store retailers,N/A,48.949282,-57.9168651,Click here
Corner Brook,2019,U got it maid/electrolux,Services to buildings and dwellings,N/A,48.950702,-57.9540264,Click here
Corner Brook,2019,ultimate tanning,Personal care services and other personal services,N/A,48.95256751,-57.95058804,Click here
Corner Brook,2019,ultramar,Gasoline stations,N/A,48.9445193,-57.9174776,Click here
Corner Brook,2019,ultramar,Gasoline stations,N/A,48.9515327,-57.9409859,Click here
Corner Brook,2019,union street bar and billiards,Food services and drinking places,N/A,48.941828,-57.9476511,Click here
Corner Brook,2019,united rentals,Rental and leasing services (except automotive equipment),N/A,48.944958,-57.9150618,Click here
Corner Brook,2019,valley hydraulics,Repair and maintenance (except automotive),N/A,48.9420481,-57.9473418,Click here
Corner Brook,2019,veitch physio and wellness center,Ambulatory health care services,N/A,48.9404928,-57.97248201,Click here
Corner Brook,2019,vicki o'neill design,Specialized design services,N/A,48.9489967,-57.9502726,Click here
Corner Brook,2019,village music center inc,"Sporting goods, hobby, book and music stores",N/A,48.9523165,-57.95562259,Click here
Corner Brook,2019,vision electric ltd,Construction,N/A,48.9264542,-57.9896535,Click here
Corner Brook,2019,"vitality, hair, skin and laser studio",Personal care services and other personal services,N/A,48.9399596,-57.97682071,Click here
Corner Brook,2019,vogue optical,Health and personal care stores,N/A,48.9516828,-57.9545522,Click here
Corner Brook,2019,Wadhwa B. Dr.,Ambulatory health care services,N/A,48.9438818,-57.9538617,Click here
Corner Brook,2019,wajax industrial,"Personal and household goods, and building material and supplies wholesaler-distributors",N/A,48.9514829,-57.9482761,Click here
Corner Brook,2019,walmart,General merchandise stores,N/A,48.9603412,-57.9235433,Click here
Corner Brook,2019,warehouse one,Clothing and clothing accessories stores,N/A,48.9471932,-57.9164196,Click here
Corner Brook,2019,wax it studio,Personal care services and other personal services,N/A,48.949594,-57.9359539,Click here
Corner Brook,2019,ways transport and clyde way holding,Truck transportation,N/A,48.9082447,-57.9030515,Click here
Corner Brook,2019,wedgwood insurance ltd,"Agencies, brokerages and other insurance related activities",N/A,48.950603,-57.9415239,Click here
Corner Brook,2019,weight watchers,Personal care services and other personal services,N/A,48.9516302,-57.9527939,Click here
Corner Brook,2019,west coast excavating and equipment co ltd,Construction,N/A,48.9515608,-57.9175889,Click here
Corner Brook,2019,west coast physiotherapy ltd,Ambulatory health care services,N/A,48.94754155,-57.92957845,Click here
Corner Brook,2019,west coast sand/gravel ltd,"Sand, gravel, clay, and ceramic and refractory minerals mining and quarrying",N/A,48.9718527,-57.7945116,Click here
Corner Brook,2019,west valley bakery ltd,Bakeries and tortilla manufacturing,N/A,48.958036,-57.931391,Click here
Corner Brook,2019,western building products ltd,Building material and garden equipment and supplies dealers,N/A,48.9475261,-57.9591383,Click here
Corner Brook,2019,western collision,Automotive repair and maintenance,N/A,48.9277119,-57.980215,Click here
Corner Brook,2019,western hydraulic and mechanical,Repair and maintenance (except automotive),N/A,48.9553002,-57.9167823,Click here
Corner Brook,2019,western kia,Motor vehicle and parts dealers,N/A,48.954437,-57.919053,Click here
Corner Brook,2019,western lock,Investigation and security services,N/A,48.9615108,-57.9336253,Click here
Corner Brook,2019,western motor sports,Motor vehicle and parts dealers,N/A,48.9280361,-57.9792994,Click here
Corner Brook,2019,western pet supply,Miscellaneous store retailers,N/A,48.9516979,-57.9552536,Click here
Corner Brook,2019,western petrolium and car spa,Gasoline stations,N/A,48.9412493,-57.9730591,Click here
Corner Brook,2019,western petrolium NL ltd.,Gasoline stations,N/A,48.952386,-57.9479184,Click here
Corner Brook,2019,western regional waste management,Waste management and remediation services,N/A,48.95206601,-57.94661899,Click here
Corner Brook,2019,western steel works,"Cutlery, hand tools and other fabricated metal product manufacturing",N/A,48.9287286,-57.9919477,Click here
Corner Brook,2019,western toyota,Motor vehicle and parts dealers,N/A,48.9565676,-57.9196098,Click here
Corner Brook,2019,western used vehicles,Motor vehicle and parts dealers,N/A,48.9554926,-57.9174395,Click here
Corner Brook,2019,whelan's gate,Food services and drinking places,N/A,48.9520643,-57.95438,Click here
Corner Brook,2019,wing'n it,Food services and drinking places,N/A,48.9427707,-57.9485005,Click here
Corner Brook,2019,winners,Clothing and clothing accessories stores,N/A,48.95771,-57.919252,Click here
Corner Brook,2019,xavier house,Nursing and residential care facilities,N/A,48.94839181,-57.9485618,Click here
Corner Brook,2019,yates and woods ltd.,"Architectural, engineering and related services",N/A,48.9490092,-57.9569344,Click here
Corner Brook,2019,z's fast pizza,Food services and drinking places,N/A,48.9507304,-57.9542189,Click here
Cox's Cove,2019,G&M Roofing,Construction,N/A,48.97659802,-57.97264603,Click here
Cox's Cove,2019,Island Roofing,Construction,N/A,48.9856345,-57.9220705,Click here
Cox's Cove,2019,Joy's Variety,Food and beverage stores,N/A,48.9932378,-57.9080979,Click here
Cox's Cove,2019,Lynn's Takeout and Convenience,Food services and drinking places,N/A,48.9886512,-57.9134037,Click here
Cox's Cove,2019,Nancy's Convenience,Food and beverage stores,N/A,48.9890368,-57.9145289,Click here
Cox's Cove,2019,T&H Fisheries,Seafood product preparation and packaging,N/A,49.2142032,-57.8777608,Click here
Deer Lake,2019,A&W,Food services and drinking places,N/A,49.1754828,-57.43119701,Click here
Deer Lake,2019,A1 carpet and upholstery cleaning,Services to buildings and dwellings,N/A,49.1805442,-57.4244629,Click here
Deer Lake,2019,activelife physio and wellness,Ambulatory health care services,N/A,49.1708252,-57.428268,Click here
Deer Lake,2019,acupuncture body-mind care clinic,Ambulatory health care services,N/A,49.1929989,-57.4553652,Click here
Deer Lake,2019,ADAMS ALTERNATOR REPAIRS,Automotive repair and maintenance,N/A,49.178114,-57.4266008,Click here
Deer Lake,2019,ADAMS ELECTRICAL CONTRACTING LTD,Construction,N/A,49.182836,-57.4527512,Click here
Deer Lake,2019,AIR CONSOL AVIATION SERVICES ULC,Support activities for transportation,N/A,49.20008133,-57.42096164,Click here
Deer Lake,2019,aj liquidation centre,Miscellaneous store retailers,N/A,49.1734714,-57.4274971,Click here
Deer Lake,2019,ALEXANDER CONSTRUCTION LTD,Construction,N/A,49.1763963,-57.4179886,Click here
Deer Lake,2019,ALEXANDERS GIFT SHOP,Miscellaneous store retailers,N/A,49.1687609,-57.4317854,Click here
Deer Lake,2019,ANTHONY INSURANCE (RC ANTHONY),"Agencies, brokerages and other insurance related activities",N/A,49.1712458,-57.4250168,Click here
Deer Lake,2019,ATELIER WEST,Miscellaneous store retailers,N/A,49.1697938,-57.4173767,Click here
Deer Lake,2019,ATLANTIC INDUSTRIES LTD,Stone mining and quarrying,N/A,49.1752652,-57.4130409,Click here
Deer Lake,2019,AVIS CAR RENTAL,Automotive equipment rental and leasing,N/A,49.210128,-57.3989959,Click here
Deer Lake,2019,B&A APPLIANCE REPAIRS,Repair and maintenance (except automotive),N/A,49.1907446,-57.4526074,Click here
Deer Lake,2019,B&S TRUCKING,Truck transportation,N/A,49.187519,-57.419609,Click here
Deer Lake,2019,BCJ TAX CENTRE,"Accounting, tax preparation, bookkeeping and payroll services",N/A,49.1736781,-57.4273984,Click here
Deer Lake,2019,BELLARAE VARIETY,Food and beverage stores,N/A,49.183518,-57.45011,Click here
Deer Lake,2019,BETTY'S BARBER SHOP,Personal care services and other personal services,N/A,49.17127398,-57.42495868,Click here
Deer Lake,2019,BFS ENTREPRISES,Truck transportation,N/A,49.1806941,-57.4274157,Click here
Deer Lake,2019,BIRDSNEST B&B,Traveller accommodation,N/A,49.171197,-57.4171977,Click here
Deer Lake,2019,BMO,Banking and other depository credit intermediation,N/A,49.1719077,-57.4263917,Click here
Deer Lake,2019,BOJO'S,Food services and drinking places,N/A,49.1725866,-57.4321414,Click here
Deer Lake,2019,BOND'S AUTO BODY,Automotive repair and maintenance,N/A,49.1862181,-57.4197855,Click here
Deer Lake,2019,BRIAN BARKER PROFESSIONAL CO,"Accounting, tax preparation, bookkeeping and payroll services",N/A,49.1708598,-57.4284349,Click here
Deer Lake,2019,BYRONS SHOE AND TARP REPAIR,Repair and maintenance (except automotive),N/A,49.182458,-57.4136289,Click here
Deer Lake,2019,CANTON,Food services and drinking places,N/A,49.17511227,-57.43105738,Click here
Deer Lake,2019,CAPE D'OR HOLDINGS LTD,Miscellaneous store retailers,N/A,49.1725608,-57.43308759,Click here
Deer Lake,2019,CHARLIES RETREAT,Traveller accommodation,N/A,49.18059241,-57.46904049,Click here
Deer Lake,2019,CHURCHILL ELECTRICAL CONTRACTING,Construction,N/A,49.1808982,-57.4163076,Click here
Deer Lake,2019,COLEMANS HOME FURNISHINGS,Furniture and home furnishings stores,N/A,49.1707478,-57.42711491,Click here
Deer Lake,2019,COMPASSION HOMECARE,Ambulatory health care services,N/A,49.1712458,-57.4250168,Click here
Deer Lake,2019,COMPUTERS AND COMMUNICATIONS,Electronics and appliance stores,N/A,49.1723684,-57.4295046,Click here
Deer Lake,2019,COZY RIVER COTTAGE,Traveller accommodation,N/A,49.1861315,-57.44875641,Click here
Deer Lake,2019,CSA ELECTRICAL SERVICES LTD,Construction,N/A,49.18087323,-57.41639684,Click here
Deer Lake,2019,DALES DOG GROOMING,Personal care services and other personal services,N/A,49.1769103,-57.4261247,Click here
Deer Lake,2019,DALES LAWNMOWER AND SMALL ENGINE REPAIR,Repair and maintenance (except automotive),N/A,49.1810802,-57.4279609,Click here
Deer Lake,2019,DAN SPENCE REFRIDGERATION LTD,Construction,N/A,49.1707336,-57.4174291,Click here
Deer Lake,2019,DEER LAKE AMBULANCE LTD,Ambulatory health care services,N/A,49.18540119,-57.44384492,Click here
Deer Lake,2019,DEER LAKE AUTOMOTIVE,Automotive repair and maintenance,N/A,49.1666744,-57.4251763,Click here
Deer Lake,2019,DEER LAKE BIG STOP (COUCHE TARD),Food and beverage stores,N/A,49.1883918,-57.4267729,Click here
Deer Lake,2019,DEER LAKE DENTAL CENTRE,Ambulatory health care services,N/A,49.1713887,-57.4276221,Click here
Deer Lake,2019,DEER LAKE GREEN STOP,Miscellaneous store retailers,N/A,49.1687609,-57.4317854,Click here
Deer Lake,2019,DEER LAKE MOTEL,Traveller accommodation,N/A,49.18913588,-57.4276181,Click here
Deer Lake,2019,DEER LAKE PHYSIO CLINIC,Ambulatory health care services,N/A,49.17195751,-57.42652983,Click here
Deer Lake,2019,DEER LAKE RV PARK AND CAMPGROUNDS,"RV (recreational vehicle) parks, recreational camps, and rooming and boarding houses",N/A,49.18094779,-57.45126631,Click here
Deer Lake,2019,DEER LAKE TRUCK AND TIRE,Automotive repair and maintenance,N/A,49.18736382,-57.41519015,Click here
Deer Lake,2019,DIANE'S BEAUTY SALON,Personal care services and other personal services,N/A,49.179909,-57.4179223,Click here
Deer Lake,2019,DJY FINANCIAL,"Lessors of real estate and financial investment services, funds and other financial vehicles",N/A,49.1719959,-57.4235093,Click here
Deer Lake,2019,DOLLARAMA,General merchandise stores,N/A,49.1736135,-57.43152975,Click here
Deer Lake,2019,DOWNHOME NEW AND USED,Miscellaneous store retailers,N/A,49.17121549,-57.4260167,Click here
Deer Lake,2019,DR. CHARLES BALL,Ambulatory health care services,N/A,49.1746037,-57.4236254,Click here
Deer Lake,2019,DR. JOHN P. KIELTY,Ambulatory health care services,N/A,49.1746037,-57.4236254,Click here
Deer Lake,2019,DR. SUSAN RUSSELL,Ambulatory health care services,N/A,49.18481212,-57.41520458,Click here
Deer Lake,2019,DR. TERRY MAHER,Ambulatory health care services,N/A,49.1746037,-57.4236254,Click here
Deer Lake,2019,DRIFTWOOD INN,Traveller accommodation,N/A,49.1690292,-57.4320602,Click here
Deer Lake,2019,EAGLE RIVER CREDIT UNION,Local credit unions,N/A,49.1710965,-57.4288468,Click here
Deer Lake,2019,EAST COAST POWER,"Machinery, equipment and supplies merchant wholesalers",N/A,49.1669377,-57.4254931,Click here
Deer Lake,2019,ELITE KINETICS AND TRAINING,"Amusement, recreation, performing arts, spectator sports and related industries, and heritage institutions",N/A,49.1793143,-57.42541772,Click here
Deer Lake,2019,ENDLESS HEALING MASSAGE THERAPY,Ambulatory health care services,N/A,49.1786704,-57.4273573,Click here
Deer Lake,2019,ENTREPRISE RENT A CAR,Automotive equipment rental and leasing,N/A,49.21282039,-57.39215388,Click here
Deer Lake,2019,EVERGREEN ENTREPRISES LTD,Construction,N/A,49.1838775,-57.4214752,Click here
Deer Lake,2019,FAIRSTONE FINANCIAL,Non-depository credit intermediation,N/A,49.17119101,-57.42797699,Click here
Deer Lake,2019,FILATRE FUNERAL HOME AND CREMATORIUM,Funeral services,N/A,49.173296,-57.42370659,Click here
Deer Lake,2019,FIRST CHOICE VISION CENTRE,Health and personal care stores,N/A,49.16944221,-57.4294944,Click here
Deer Lake,2019,FOODLAND,Food and beverage stores,N/A,49.1739969,-57.43150759,Click here
Deer Lake,2019,G&M SMALL ENGINE REPAIR,Repair and maintenance (except automotive),N/A,49.18410171,-57.4226435,Click here
Deer Lake,2019,GATEWAY TO THE NORTH RV PARK,"RV (recreational vehicle) parks, recreational camps, and rooming and boarding houses",N/A,49.19387711,-57.43496015,Click here
Deer Lake,2019,GOODFELLOW INC,"Personal and household goods, and building material and supplies wholesaler-distributors",N/A,49.18745003,-57.41679589,Click here
Deer Lake,2019,GREAT CANADIAN DOLLAR STORE,General merchandise stores,N/A,49.17154556,-57.42803922,Click here
Deer Lake,2019,H&R BLOCK,"Accounting, tax preparation, bookkeeping and payroll services",N/A,49.17178172,-57.4263316,Click here
Deer Lake,2019,HAIR HEART AND SOUL,Personal care services and other personal services,N/A,49.1676331,-57.4267291,Click here
Deer Lake,2019,HOLIDAY INN EXPRESS,Traveller accommodation,N/A,49.180568,-57.4360019,Click here
Deer Lake,2019,HOME HARDWARE,Building material and garden equipment and supplies dealers,N/A,49.1775613,-57.43702129,Click here
Deer Lake,2019,HOME TRENDS,Miscellaneous store retailers,N/A,49.1712458,-57.4250168,Click here
Deer Lake,2019,HUMBER READY MIX,Cement and concrete product manufacturing,N/A,49.1878714,-57.4177306,Click here
Deer Lake,2019,HUMBER RIVER HOUSE,Traveller accommodation,N/A,49.17656794,-57.46844678,Click here
Deer Lake,2019,HUMBER VALLEY COMPLEX CO LTD,Nursing and residential care facilities,N/A,49.18017949,-57.444789,Click here
Deer Lake,2019,HUMBER VALLEY VOCAL CLUB,"Amusement, recreation, performing arts, spectator sports and related industries, and heritage institutions",N/A,49.1711179,-57.4280062,Click here
Deer Lake,2019,HUMBER VIEW B&B,Traveller accommodation,N/A,49.1844464,-57.4411888,Click here
Deer Lake,2019,HYGIENIX DENTAL PREVENTION CLINIC,Ambulatory health care services,N/A,49.186032,-57.4195186,Click here
Deer Lake,2019,IRVING OIL,Non-store retailers,N/A,49.1883817,-57.4266663,Click here
Deer Lake,2019,IVY'S B&B,Traveller accommodation,N/A,49.1762776,-57.4362535,Click here
Deer Lake,2019,JAMES GOUDIE LAW OFFICE,Legal services,N/A,49.1748795,-57.4252888,Click here
Deer Lake,2019,JAZZ AIR,Air transportation,N/A,49.21282552,-57.3921432,Click here
Deer Lake,2019,JILL'S HAIR STUDIO,Personal care services and other personal services,N/A,49.1679426,-57.4276994,Click here
Deer Lake,2019,JN AUTOMOTIVE SUPPLIES,Motor vehicle and parts dealers,N/A,49.1728554,-57.4266806,Click here
Deer Lake,2019,JODI PITTMAN DOG GROOMING,Personal care services and other personal services,N/A,49.1841722,-57.4524233,Click here
Deer Lake,2019,JOSH'S MUSIC REPAIR,Repair and maintenance (except automotive),N/A,49.18027668,-57.44384159,Click here
Deer Lake,2019,JUDY'S B&B,Traveller accommodation,N/A,49.1795848,-57.4165089,Click here
Deer Lake,2019,JUNGLE JIMS,Food services and drinking places,N/A,49.16893076,-57.43185451,Click here
Deer Lake,2019,JUNIPER BBQ SCRAPER LTD,Other wood product manufacturing,N/A,49.1761478,-57.4364864,Click here
Deer Lake,2019,KARLEE ENTREPRISES,Management of companies and enterprises,N/A,49.18850194,-57.42647683,Click here
Deer Lake,2019,L&M STEAMATIC (1994) LTD,Services to buildings and dwellings,N/A,49.1821736,-57.4162596,Click here
Deer Lake,2019,LAKEVIEW B&B,Traveller accommodation,N/A,49.17366314,-57.42524085,Click here
Deer Lake,2019,LANGER'S SPORT AND DANCE BAR,Food services and drinking places,N/A,49.1704549,-57.42762529,Click here
Deer Lake,2019,LAWTONS DRUGS,Health and personal care stores,N/A,49.17257679,-57.4261574,Click here
Deer Lake,2019,LIDSTONE MANAGEMENT INC,Management of companies and enterprises,N/A,49.1865938,-57.46536329,Click here
Deer Lake,2019,LORRAINE'S BEAUTY SALON,Personal care services and other personal services,N/A,49.16842255,-57.43080727,Click here
Deer Lake,2019,LOU'S VARIETY,Food and beverage stores,N/A,49.1779312,-57.417322,Click here
Deer Lake,2019,M&M AUTO GLASS,Automotive repair and maintenance,N/A,49.1789783,-57.4279263,Click here
Deer Lake,2019,MAJOR'S LOGGING LTD,Forestry and logging,N/A,49.1917623,-57.4051788,Click here
Deer Lake,2019,MCKAY'S PAVING LTD,Construction,N/A,49.1839185,-57.4219145,Click here
Deer Lake,2019,MCT INSURANCE,"Agencies, brokerages and other insurance related activities",N/A,49.1722275,-57.4299802,Click here
Deer Lake,2019,MELANIE ADAMS PHOTOGRAPHY,"Other professional, scientific and technical services",N/A,49.171196,-57.428364,Click here
Deer Lake,2019,MIKE KELLY AND SONS,Construction,N/A,49.1844814,-57.4218401,Click here
Deer Lake,2019,MMS FINANCIAL SERVICES,"Lessors of real estate and financial investment services, funds and other financial vehicles",N/A,49.1716849,-57.4325268,Click here
Deer Lake,2019,MORE FOR LESS FOODS,Food and beverage stores,N/A,49.1728979,-57.4270487,Click here
Deer Lake,2019,NATIONAL RENT A CAR,Automotive equipment rental and leasing,N/A,49.21163967,-57.39429788,Click here
Deer Lake,2019,NIRVANA HAIR STUDIO,Personal care services and other personal services,N/A,49.1804817,-57.4240756,Click here
Deer Lake,2019,NL AND LAB AIR TRANSPORT,Air transportation,N/A,49.2118099,-57.3978196,Click here
Deer Lake,2019,NL HELLICOPTER,Air transportation,N/A,49.21166084,-57.39668793,Click here
Deer Lake,2019,NL PRE-HIRE EMPLOYMENT SCREENING,Ambulatory health care services,N/A,49.170731,-57.4284687,Click here
Deer Lake,2019,PAPA JOES DAIRY,Food services and drinking places,N/A,49.172014,-57.4269129,Click here
Deer Lake,2019,PARSONS FUNERAL HOME,Funeral services,N/A,49.17185705,-57.42287181,Click here
Deer Lake,2019,PENSTOCK DESIGN SERVICES,Specialized design services,N/A,49.1809378,-57.42786591,Click here
Deer Lake,2019,PENSTOCK SUITES,Traveller accommodation,N/A,49.1692523,-57.4323154,Click here
Deer Lake,2019,PERFECT 10 SALON,Personal care services and other personal services,N/A,49.1814284,-57.4555748,Click here
Deer Lake,2019,PERRY TRUCKING LTD,Truck transportation,N/A,49.1660003,-57.43994771,Click here
Deer Lake,2019,PIZZA DELIGHT,Food services and drinking places,N/A,49.176906,-57.4310845,Click here
Deer Lake,2019,PREMIUM AUTO WORLD,Automotive repair and maintenance,N/A,49.1873603,-57.421037,Click here
Deer Lake,2019,PROVINCIAL AIRLINES,Air transportation,N/A,49.2128224,-57.3921518,Click here
Deer Lake,2019,PROVINCIAL CHIROPRACTIC (SH JOYCE DC),Ambulatory health care services,N/A,49.1713299,-57.4250658,Click here
Deer Lake,2019,RANDALL'S APARTMENT,Traveller accommodation,N/A,49.1777201,-57.4151799,Click here
Deer Lake,2019,REMAX REALTY,Offices of real estate agents and brokers and activities related to real estate,N/A,49.1711179,-57.4280062,Click here
Deer Lake,2019,RENTAL PLUS LTD,Rental and leasing services (except automotive equipment),N/A,49.18487,-57.4181889,Click here
Deer Lake,2019,RIFF'S DEPARTMENT STORE,General merchandise stores,N/A,49.1760165,-57.43075778,Click here
Deer Lake,2019,ROBBINS ENTREPRISES GARDENS AND LANDSCAPES,Building material and garden equipment and supplies dealers,N/A,49.1849341,-57.4695083,Click here
Deer Lake,2019,ROCKWOOD LOUNGE,Food services and drinking places,N/A,49.16844241,-57.4308224,Click here
Deer Lake,2019,RODNEY'S CONTRACTING,Construction,N/A,49.1821787,-57.4123675,Click here
Deer Lake,2019,ROYAL K-9 SPA AND RESORT,Personal care services and other personal services,N/A,49.18811719,-57.41764209,Click here
Deer Lake,2019,ROYAL LEPAGE DEER LAKE REALTY,Offices of real estate agents and brokers and activities related to real estate,N/A,49.1702063,-57.4281859,Click here
Deer Lake,2019,SALON 14,Personal care services and other personal services,N/A,49.17907391,-57.42942044,Click here
Deer Lake,2019,SALON 20,Personal care services and other personal services,N/A,49.1830177,-57.4461709,Click here
Deer Lake,2019,SCOTIABANK,Banking and other depository credit intermediation,N/A,49.1742408,-57.4270534,Click here
Deer Lake,2019,SCOTT TRANSPORT,Truck transportation,N/A,49.1872735,-57.41529831,Click here
Deer Lake,2019,SHEARS BUILDING SUPPLIES,Building material and garden equipment and supplies dealers,N/A,49.1825818,-57.4499822,Click here
Deer Lake,2019,SIMMONS TIRE AND SERVICE CENTRE,Automotive repair and maintenance,N/A,49.1834882,-57.415047,Click here
Deer Lake,2019,STEVE'S POWERSPORTS,Motor vehicle and parts dealers,N/A,49.17581711,-57.42127959,Click here
Deer Lake,2019,STICHES AND STUFF,"Sporting goods, hobby, book and music stores",N/A,49.1712458,-57.4250168,Click here
Deer Lake,2019,STRAIGHTLINE CONSTRUCTION,Construction,N/A,49.1841263,-57.4208529,Click here
Deer Lake,2019,STRANDS,Personal care services and other personal services,N/A,49.19298731,-57.4553914,Click here
Deer Lake,2019,SUBWAY,Food services and drinking places,N/A,49.17461089,-57.4311002,Click here
Deer Lake,2019,SUPREME AUTO,Automotive repair and maintenance,N/A,49.17952357,-57.41390483,Click here
Deer Lake,2019,THE BEACH HOUSE,Traveller accommodation,N/A,49.1781926,-57.4401212,Click here
Deer Lake,2019,THE CO-OPERATORS- GLORIA L WHITE INSURANCE SERVICES INC,"Agencies, brokerages and other insurance related activities",N/A,49.1712458,-57.42499914,Click here
Deer Lake,2019,THE DEER LAKE LOFT,Traveller accommodation,N/A,49.1811279,-57.4112718,Click here
Deer Lake,2019,THE HAIR SHACK,Personal care services and other personal services,N/A,49.16900265,-57.43053738,Click here
Deer Lake,2019,THE HAIRPORT,Personal care services and other personal services,N/A,49.1857447,-57.4643432,Click here
Deer Lake,2019,THE MEDICINE SHOPPE PHARMACY,Health and personal care stores,N/A,49.17127359,-57.42495791,Click here
Deer Lake,2019,THE SPUD,Food services and drinking places,N/A,49.1715257,-57.42410851,Click here
Deer Lake,2019,THRIFTY CAR RENTAL,Automotive equipment rental and leasing,N/A,49.21167198,-57.39539401,Click here
Deer Lake,2019,TROY'S SALES AND SERVICE,Motor vehicle and parts dealers,N/A,49.1833712,-57.4468312,Click here
Deer Lake,2019,VOGUE OPTICAL,Health and personal care stores,N/A,49.1699202,-57.4288226,Click here
Deer Lake,2019,WESTERN FURNITURE AND APPLIANCE,Furniture and home furnishings stores,N/A,49.17270329,-57.4199572,Click here
Deer Lake,2019,WESTERN SIGNS,Other miscellaneous manufacturing,N/A,49.1854113,-57.4256203,Click here
Deer Lake,2019,WESTERN STEEL WORKS,"Cutlery, hand tools and other fabricated metal product manufacturing",N/A,49.1878515,-57.4199655,Click here
Deer Lake,2019,WESTERN WOODWORKS,Household and institutional furniture and kitchen cabinet manufacturing,N/A,49.1879613,-57.4177307,Click here
Deer Lake,2019,WESTONS CONCESSIONS LTD,Food services and drinking places,N/A,49.21136743,-57.39576836,Click here
Deer Lake,2019,WESTWOOD SUITES,Traveller accommodation,N/A,49.1704148,-57.43203729,Click here
Deer Lake,2019,WILLIAMS BUILDING SUPPLIES,Building material and garden equipment and supplies dealers,N/A,49.18034031,-57.42768581,Click here
Deer Lake,2019,WILLOW'S NEST,Traveller accommodation,N/A,49.1707741,-57.4320892,Click here
Deer Lake,2019,WIRELESS WORLD,Electronics and appliance stores,N/A,49.1693297,-57.4301392,Click here
Deer Lake,2019,WOODWARD AUTO SALES,Motor vehicle and parts dealers,N/A,49.1873079,-57.42994189,Click here
Deer Lake,2019,YOUNG FLORAL DESIGNS,Miscellaneous store retailers,N/A,49.1714181,-57.4249212,Click here
Deer Lake,2019,YOUNGS REAL ESTATE APPRAISALS,Offices of real estate agents and brokers and activities related to real estate,N/A,49.1843451,-57.43727821,Click here
Flower's Cove,2019,flowers cove pharmachoice and NLC liquor express,Health and personal care stores,N/A,51.304991,-56.721286,Click here
